中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,22 ms,50 Mbps,6463 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,49 ms,472 Mbps,60416 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,38 ms,340 Mbps,43520 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,10 ms,1208 Mbps,154624 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,18 ms,1128 Mbps,144384 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,170 ms,44 Mbps,5694 kB/s
129.146.7.98,443,2a09:bac5:60ed:1173::1bd:f1,US,Los Angeles,隧道,19 ms,112 Mbps,14336 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,22 ms,712 Mbps,91136 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,7 ms,86 Mbps,11059 kB/s
129.159.22.4,443,129.159.22.4,IN,Chennai,中转,214 ms,32 Mbps,4111 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,31 ms,723 Mbps,92569 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,160 ms,35 Mbps,4583 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,17 ms,610 Mbps,78131 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,202 ms,104 Mbps,13414 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,73 ms,258 Mbps,33075 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,168 ms,38 Mbps,4895 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,27 ms,792 Mbps,101478 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,9 ms,202 Mbps,25907 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,68 ms,342 Mbps,43827 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,639 Mbps,81817 kB/s
129.150.53.95,443,129.150.53.95,SG,Singapore,中转,216 ms,92 Mbps,11878 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,128 ms,200 Mbps,25702 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,8 ms,737 Mbps,94412 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,178 ms,107 Mbps,13721 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,379 Mbps,48537 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,173 ms,29 Mbps,3831 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,30 ms,316 Mbps,40550 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,58 ms,344 Mbps,44134 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,155 ms,16 Mbps,2112 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,180 ms,111 Mbps,14233 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,172 ms,136 Mbps,17408 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,89 ms,355 Mbps,45465 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,109 ms,16 Mbps,2156 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,161 ms,148 Mbps,18944 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,153 ms,40 Mbps,5198 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,130 ms,125 Mbps,16076 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,155 ms,125 Mbps,16076 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,26 ms,488 Mbps,62566 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,178 ms,3 Mbps,384 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,165 ms,104 Mbps,13414 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,168 ms,78 Mbps,10035 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,168 ms,39 Mbps,5002 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,131 ms,120 Mbps,15462 kB/s
35.183.163.195,443,99.79.189.148,CA,,隧道,90 ms,238 Mbps,30515 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,221 ms,45 Mbps,5782 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,72 ms,20 Mbps,2570 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,181 ms,29 Mbps,3778 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::c:35c,US,Los Angeles,隧道,69 ms,53 Mbps,6853 kB/s
158.180.65.13,443,158.180.65.13,KR,Seoul,中转,173 ms,47 Mbps,6117 kB/s
130.162.162.42,443,2a0b:21c0:1007:1cb:0:b414:9afe:3dc3,DE,Frankfurt,隧道,160 ms,102 Mbps,13107 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,32 ms,430 Mbps,55091 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,159 ms,43 Mbps,5517 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,183 ms,0 Mbps,12 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,181 ms,119 Mbps,15257 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,45 ms,361 Mbps,46284 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,192 ms,41 Mbps,5276 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,154 ms,33 Mbps,4265 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,166 ms,84 Mbps,10752 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,183 ms,42 Mbps,5460 kB/s
152.70.88.98,443,2a09:bac1:3f40:90::20b:65,KR,Seoul,隧道,138 ms,36 Mbps,4717 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,200 ms,43 Mbps,5560 kB/s
204.110.220.3,443,204.110.220.236,US,,隧道,36 ms,327 Mbps,41881 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,74 ms,16 Mbps,2170 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,67 ms,434 Mbps,55603 kB/s
54.203.85.46,443,204.110.220.59,US,,隧道,24 ms,532 Mbps,68198 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,189 ms,116 Mbps,14950 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,210 ms,136 Mbps,17408 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,200 ms,121 Mbps,15564 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,173 ms,130 Mbps,16691 kB/s
143.47.224.181,443,2606:f240:f00:46c4:0:3299:9a2d:8bb5,US,Frankfurt,隧道,183 ms,83 Mbps,10649 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,255 ms,25 Mbps,3300 kB/s
129.159.130.38,443,129.159.130.38,IL,Tel Aviv,中转,220 ms,36 Mbps,4707 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,61 ms,444 Mbps,56832 kB/s
8.222.128.32,443,8.222.128.32,SG,Singapore,中转,227 ms,32 Mbps,4180 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,148 ms,138 Mbps,17715 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,288 ms,33 Mbps,4328 kB/s
18.185.254.189,443,3.68.128.205,DE,,隧道,168 ms,126 Mbps,16179 kB/s
3.68.62.122,443,3.68.128.205,DE,,隧道,194 ms,123 Mbps,15769 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,239 ms,52 Mbps,6737 kB/s
35.157.240.237,443,3.68.128.205,DE,,隧道,179 ms,114 Mbps,14643 kB/s
8.213.137.24,443,8.213.137.24,SG,,中转,148 ms,104 Mbps,13312 kB/s
64.110.98.49,443,104.28.206.113,JP,Osaka,隧道,213 ms,37 Mbps,4791 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,25 ms,156 Mbps,20070 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,167 ms,112 Mbps,14438 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,169 ms,109 Mbps,14028 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::1d0:70,US,San Jose,隧道,25 ms,77 Mbps,9891 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,32 ms,49 Mbps,6343 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,28 ms,1088 Mbps,139264 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,84 ms,44 Mbps,5742 kB/s
141.144.192.180,443,98.98.156.26,AE,Frankfurt,隧道,168 ms,87 Mbps,11161 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,48 ms,0 Mbps,1 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,101 ms,3 Mbps,441 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,177 ms,124 Mbps,15974 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,170 ms,139 Mbps,17817 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,188 ms,41 Mbps,5291 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,151 ms,135 Mbps,17305 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,165 ms,100 Mbps,12800 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,163 ms,102 Mbps,13107 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,169 ms,91 Mbps,11673 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,220 ms,77 Mbps,9932 kB/s
47.57.14.118,443,47.254.95.194,US,San Jose,隧道,192 ms,1 Mbps,174 kB/s
150.230.149.208,443,150.230.149.208,DE,,中转,162 ms,73 Mbps,9351 kB/s
144.24.243.207,443,144.24.243.207,CH,,中转,210 ms,46 Mbps,5977 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,155 ms,55 Mbps,7124 kB/s
193.123.69.77,443,193.123.69.77,AE,,中转,263 ms,30 Mbps,3884 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,159 ms,125 Mbps,16076 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,156 ms,132 Mbps,16896 kB/s
